,LONGITUDE,LATITUDE
0,-132.14321989253236,-55.458487263758364
1,-132.45195203626457,-55.69104495831853
2,-132.76523406850922,-55.92245071138023
3,-133.08313490247255,-56.15268057354901
4,-133.4057240721646,-56.381710065694776
5,-133.7330716966527,-56.6095141693728
6,-134.06524844081815,-56.83606731732456
7,-134.40232547242096,-57.06134338408465
8,-134.7443744152695,-57.28531567672117
9,-135.0914672982876,-57.50795692573964
10,-135.44367650026493,-57.7292392761827
11,-135.80107469007282,-57.949134278959995
12,-136.16373476212226,-58.16761288244532
13,-136.53172976683743,-58.38464542438079
14,-136.9051328359154,-58.600201624130044
15,-137.28401710213936,-58.81425057532573
16,-137.66845561351374,-59.02676073895905
17,-138.05852124148714,-59.23769993696228
18,-138.4542865830324,-59.44703534633804
19,-138.85582385635485,-59.6547334938924
20,-139.26320479000412,-59.86076025163174
21,-139.6765005051728,-60.06508083288663
22,-140.09578139097076,-60.267659789229384
23,-140.5211169724772,-60.46846100825467
24,-140.95257577138386,-60.66744771229617
25,-141.39022515905853,-60.86458245815535
26,-141.8341312018772,-61.05982713792115
27,-142.28435849869356,-61.25314298096319
28,-142.74097001034025,-61.4444905571827
29,-143.20402688108427,-61.6338297816094
30,-143.6735882519901,-61.82111992043417
31,-144.1497110661822,-62.0063195985698
32,-144.63244986603533,-62.18938680883429
33,-145.12185658236916,-62.37027892285235
34,-145.61798031576978,-62.548952703772194
35,-146.12086711021365,-62.72536432089575
36,-146.63055971923148,-62.89946936631963
37,-147.14709736490678,-63.07122287368512
38,-147.67051549007488,-63.240579339133525
39,-148.20084550415996,-63.40749274456164
40,-148.73811452316127,-63.571916583270124
41,-149.28234510438494,-63.7338038880934
42,-149.83355497659775,-63.893107262096116
43,-150.39175676637228,-64.0497789119156
44,-150.9569577214805,-64.20377068382342
45,-151.5291594322905,-64.35503410257222
46,-152.10835755221453,-64.5035204130846
47,-152.69454151835626,-64.64918062503195
48,-153.28769427360172,-64.79196556033966
49,-153.88779199149505,-64.93182590364268
50,-154.4948038053372,-65.06871225570231
51,-155.1086915430355,-65.20257518978
52,-155.72940946932195,-65.33336531094771
53,-156.35690403703836,-65.46103331829696
54,-156.9911136492612,-65.58553006999034
55,-157.63196843410546,-65.70680665107945
56,-158.27939003409966,-65.824814443992
57,-158.9332914120688,-65.93950520156984
58,-159.5935766754876,-66.05083112251664
59,-160.26014092128196,-66.15874492909063
60,-160.93287010304908,-66.26319994685521
61,-161.61164092264477,-66.3641501862749
62,-162.29632074804212,-66.46155042592176
63,-162.98676755930035,-66.5553562970327
64,-163.68282992439535,-66.64552436913581
65,-164.38434700655253,-66.73201223644091
66,-165.0911486045877,-66.81477860466913
67,-165.8030552276059,-66.89378337797605
68,-166.5198782052243,-66.96898774560503
69,-167.24141983428328,-67.04035426789216
70,-167.96747356278357,-67.10784696122927
71,-168.69782421154264,-67.17143138158275
72,-169.4322482337986,-67.23107470615545
73,-170.17051401271294,-67.28674581277684
74,-170.912382196428,-67.3384153566031
75,-171.6576060700372,-67.38605584371273
76,-172.4059319635135,-67.42964170118834
77,-173.15709969433522,-67.46914934328605
78,-173.91084304323556,-67.50455723330664
79,-174.66689026120235,-67.53584594080188
80,-175.42496460555773,-67.56299819376888
81,-176.184784902673,-67.58599892551275
82,-176.9460661346088,-67.60483531588432
83,-177.70852004673822,-67.61949682663317
84,-178.47185577319303,-67.62997523065002
85,-179.23578047679746,-67.63626463491049
86,-180.0,-67.63836149697111
87,179.23578047679746,-67.63626463491049
88,178.47185577319303,-67.62997523065002
89,177.70852004673822,-67.61949682663317
90,176.9460661346088,-67.60483531588432
91,176.184784902673,-67.58599892551275
92,175.42496460555773,-67.56299819376888
93,174.66689026120235,-67.53584594080188
94,173.9108430432355,-67.50455723330664
95,173.15709969433522,-67.46914934328605
96,172.4059319635135,-67.42964170118834
97,171.6576060700372,-67.38605584371273
98,170.912382196428,-67.3384153566031
99,170.17051401271294,-67.28674581277684
100,169.4322482337986,-67.23107470615545
101,168.69782421154264,-67.17143138158275
102,167.96747356278357,-67.10784696122927
103,167.24141983428322,-67.04035426789216
104,166.51987820522424,-66.96898774560503
105,165.80305522760594,-66.89378337797605
106,165.09114860458763,-66.81477860466913
107,164.38434700655253,-66.73201223644091
108,163.68282992439535,-66.64552436913581
109,162.98676755930035,-66.5553562970327
110,162.29632074804212,-66.46155042592176
111,161.61164092264477,-66.3641501862749
112,160.93287010304908,-66.26319994685521
113,160.26014092128196,-66.15874492909063
114,159.5935766754876,-66.05083112251664
115,158.93329141206885,-65.93950520156984
116,158.27939003409963,-65.824814443992
117,157.63196843410546,-65.70680665107945
118,156.9911136492612,-65.58553006999034
119,156.35690403703836,-65.46103331829696
120,155.72940946932195,-65.33336531094771
121,155.1086915430355,-65.20257518978
122,154.4948038053372,-65.06871225570231
123,153.8877919914951,-64.93182590364268
124,153.28769427360177,-64.79196556033966
125,152.69454151835626,-64.64918062503195
126,152.10835755221447,-64.5035204130846
127,151.52915943229056,-64.35503410257222
128,150.9569577214805,-64.20377068382342
129,150.39175676637228,-64.0497789119156
130,149.83355497659775,-63.893107262096116
131,149.28234510438494,-63.7338038880934
132,148.73811452316127,-63.571916583270124
133,148.20084550415996,-63.40749274456164
134,147.67051549007488,-63.240579339133525
135,147.14709736490678,-63.07122287368512
136,146.63055971923148,-62.89946936631963
137,146.12086711021365,-62.72536432089575
138,145.61798031576978,-62.548952703772194
139,145.12185658236916,-62.37027892285235
140,144.63244986603533,-62.18938680883429
141,144.14971106618225,-62.0063195985698
142,143.6735882519901,-61.82111992043417
143,143.20402688108433,-61.6338297816094
144,142.7409700103403,-61.4444905571827
145,142.28435849869356,-61.25314298096319
146,141.83413120187723,-61.05982713792115
147,141.39022515905853,-60.86458245815535
148,140.95257577138392,-60.66744771229617
149,140.5211169724772,-60.46846100825467
150,140.0957813909707,-60.267659789229384
151,139.6765005051728,-60.06508083288663
152,139.26320479000412,-59.86076025163174
153,138.85582385635485,-59.6547334938924
154,138.4542865830324,-59.44703534633804
155,138.05852124148714,-59.23769993696228
156,137.6684556135138,-59.02676073895905
157,137.28401710213936,-58.81425057532573
158,136.9051328359154,-58.600201624130044
159,136.53172976683743,-58.38464542438079
160,136.1637347621222,-58.16761288244532
161,135.80107469007282,-57.949134278959995
162,135.44367650026493,-57.7292392761827
163,135.0914672982876,-57.50795692573964
164,134.7443744152695,-57.28531567672117
165,134.40232547242096,-57.06134338408465
166,134.06524844081815,-56.83606731732456
167,133.73307169665264,-56.6095141693728
168,133.4057240721646,-56.381710065694776
169,133.08313490247255,-56.15268057354901
170,132.76523406850922,-55.92245071138023
171,132.45195203626457,-55.69104495831853
172,132.1432198925323,-55.458487263758364
173,131.8389693773504,-55.2248010569942
174,131.5391329133179,-54.99000925689036
175,131.2436436319664,-54.75413428156553
176,131.2436436319664,-54.75413428156553
177,130.83183726320098,-54.9228965502661
178,130.41571548891426,-55.090599078282246
179,129.9952446453441,-55.257208777818306
180,129.57039195821173,-55.42269215140219
181,129.14112561399998,-55.58701529704323
182,128.7074148336951,-55.750143914069156
183,128.26922994898104,-55.91204330967327
184,127.82654248086054,-56.07267840620351
185,127.37932522067449,-56.232013749224826
186,126.92755231347321,-56.39001351638698
187,126.47119934368637,-56.546641527129424
188,126.01024342302193,-56.70186125325502
189,125.54466328051573,-56.85563583040414
190,125.07443935463407,-57.00792807046008
191,124.59955388732023,-57.15870047491625
192,124.11999101986031,-57.307915249235066
193,123.63573689042451,-57.455534318227
194,123.14677973312604,-57.601519342477594
195,122.65310997842036,-57.74583173584878
196,122.15472035464988,-57.888432684079
197,121.65160599052032,-58.029283164505074
198,121.14376451827471,-58.16834396692672
199,120.63119617731326,-58.30557571563204
200,120.11390391798543,-58.440938892599874
201,119.59189350526258,-58.5743938618924
202,119.06517362197675,-58.7059008952472
203,118.53375597129471,-58.83542019887591
204,117.9976553780727,-58.96291194147195
205,117.45688988872323,-59.088336283425996
206,116.91148086920087,-59.21165340724389
207,116.36145310070125,-59.33282354915662
208,115.80683487264876,-59.4518070319079
209,115.24765807253095,-59.56856429869872
210,114.6839582721297,-59.68305594826409
211,114.1157748096784,-59.79524277105037
212,113.54315086747297,-59.90508578645696
213,112.96613354444908,-60.012546281099176
214,112.3847739232364,-60.11758584804327
215,111.7991271311961,-60.22016642695869
216,111.2092523949478,-60.32025034512523
217,110.61521308789416,-60.417800359227456
218,110.01707677025861,-60.51277969786113
219,109.41491522116009,-60.605152104670694
220,108.80880446226136,-60.69488188203008
221,108.19882477254689,-60.78193393517251
222,107.58506069380242,-60.8662738166695
223,106.96760102639705,-60.94786777115279
224,106.34653881499567,-61.026682780167235
225,105.7219713238612,-61.102686607037704
226,105.09400000144328,-61.175847841628
227,104.4627304339914,-61.24613594486503
228,103.82827228797271,-61.31352129289796
229,103.19073924112303,-61.37797522075827
230,102.55024890201055,-61.439470065384
231,101.906922718046,-61.49797920786952
232,101.26088587192757,-61.55347711480034
233,100.61226716657194,-61.6059393785323
234,99.96119889863839,-61.65534275627417
235,99.30781672081953,-61.70166520783397
236,98.65225949313347,-61.744885931891105
237,97.99466912351562,-61.78498540065881
238,97.33519039807427,-61.82194539280542
239,96.67397080143323,-61.85574902450673
240,96.01116032765015,-61.88638077850787
241,95.34691128225631,-61.91382653107843
242,94.6813780760223,-61.93807357675192
243,94.01471701110813,-61.95911065074838
244,93.34708606030594,-61.976927948987594
245,92.67864464013113,-61.99151714560871
246,92.00955337855956,-62.002871407923266
247,91.33997387824498,-62.01098540873756
248,90.67006847608087,-62.015855335992136
249,90.0,-62.01747889967691
250,89.32993152391913,-62.015855335992136
251,88.66002612175502,-62.01098540873756
252,87.99044662144044,-62.002871407923266
253,87.32135535986887,-61.99151714560871
254,86.65291393969406,-61.976927948987594
255,85.98528298889177,-61.95911065074838
256,85.3186219239776,-61.93807357675192
257,84.65308871774369,-61.91382653107843
258,83.98883967234985,-61.88638077850787
259,83.32602919856677,-61.85574902450673
260,82.66480960192573,-61.82194539280542
261,82.00533087648438,-61.78498540065881
262,81.34774050686653,-61.744885931891105
263,80.69218327918047,-61.70166520783397
264,80.0388011013615,-61.65534275627417
265,79.38773283342806,-61.6059393785323
266,78.73911412807243,-61.55347711480034
267,78.093077281954,-61.49797920786952
268,77.44975109798935,-61.439470065384
269,76.80926075887697,-61.37797522075827
270,76.17172771202729,-61.31352129289796
271,75.5372695660086,-61.24613594486503
272,74.90599999855672,-61.175847841628
273,74.2780286761388,-61.102686607037704
274,73.65346118500433,-61.026682780167235
275,73.03239897360295,-60.94786777115279
276,72.41493930619758,-60.8662738166695
277,71.80117522745311,-60.78193393517251
278,71.19119553773864,-60.69488188203008
279,70.58508477883991,-60.605152104670694
280,69.98292322974129,-60.51277969786113
281,69.38478691210584,-60.417800359227456
282,68.7907476050522,-60.32025034512523
283,68.2008728688039,-60.22016642695869
284,67.6152260767636,-60.11758584804327
285,67.03386645555092,-60.012546281099176
286,66.45684913252701,-59.90508578645696
287,65.8842251903216,-59.79524277105037
288,65.3160417278703,-59.68305594826409
289,64.75234192746905,-59.56856429869872
290,64.19316512735124,-59.4518070319079
291,63.63854689929864,-59.33282354915662
292,63.08851913079913,-59.21165340724389
293,62.54311011127678,-59.088336283425996
294,62.00234462192731,-58.96291194147195
295,61.4662440287053,-58.83542019887591
296,60.934826378023246,-58.7059008952472
297,60.40810649473742,-58.5743938618924
298,59.88609608201457,-58.440938892599874
299,59.36880382268675,-58.30557571563204
300,58.856235481725186,-58.16834396692672
301,58.34839400947958,-58.029283164505074
302,57.84527964535012,-57.888432684079
303,57.34689002157965,-57.74583173584878
304,56.85322026687397,-57.601519342477594
305,56.3642631095755,-57.455534318227
306,55.88000898013969,-57.307915249235066
307,55.400446112679774,-57.15870047491625
308,54.925560645365934,-57.00792807046008
309,54.45533671948427,-56.85563583040414
310,53.98975657697807,-56.70186125325502
311,53.528800656313635,-56.546641527129424
312,53.072447686526786,-56.39001351638698
313,52.62067477932551,-56.232013749224826
314,52.17345751913947,-56.07267840620351
315,51.73077005101898,-55.91204330967327
316,51.292585166304775,-55.750143914069156
317,50.858874386000025,-55.58701529704323
318,50.429608041788256,-55.42269215140219
319,50.00475535465591,-55.257208777818306
320,49.584284511085734,-55.090599078282246
321,49.168162736799005,-54.9228965502661
322,48.7563563680336,-54.75413428156553
323,48.34883092035431,-54.58434494579036
324,48.34883092035431,-54.58434494579036
325,48.052838957681594,-54.81873441240787
326,47.75253689842496,-55.05203024858398
327,47.447859776249494,-55.28421006974649
328,47.13874198286977,-55.51525100006666
329,46.82511729592165,-55.745129663311396
330,46.5069189097402,-55.97382217373087
331,46.184079469210744,-56.201304127001976
332,45.856531106864544,-56.427550591249684
333,45.5242054834018,-56.65253609817026
334,45.18703383182256,-56.87623463428225
335,44.84494700535911,-57.09861963233273
336,44.497875529400986,-57.319663962888924
337,44.145749657613536,-57.53933992614703
338,43.78849943245261,-57.75761924399248
339,43.42605475028106,-57.97447305234839
340,43.058345431296665,-58.189871893850956
341,42.68530129448187,-58.40378571089355
342,42.306852237786444,-58.616183839083604
343,41.92292832375646,-58.827035001158954
344,41.53345987081885,-59.03630730141335
345,41.138377550428984,-59.24396822068344
346,40.737612490287475,-59.4499846119523
347,40.331096383822256,-59.65432269662778
348,39.91876160612957,-59.85694806155648
349,39.50054133655293,-60.057825656837295
350,39.076369688074465,-60.256919794501485
351,38.646181843671314,-60.45419414812866
352,38.20991419978141,-60.649611753471284
353,37.76750451699763,-60.84313501016303
354,37.31889207809276,-61.034725684588544
355,36.864017853448594,-61.22434491399513
356,36.4028246739378,-61.41195321192879
357,35.93525741127254,-61.59751047507939
358,35.46126316580213,-61.780975991621226
359,34.980791461699454,-61.96230845113744
360,34.49379444943633,-62.141465956216734
361,34.00022711539819,-62.318406035813105
362,33.500047498441525,-62.49308566045824
363,32.99321691313565,-62.66546125941699
364,32.47970017938099,-62.83548873987511
365,31.959465858021996,-63.0031235082473
366,31.43248649201414,-63.1683204936913
367,30.8987388526283,-63.33103417391148
368,30.35820419010299,-63.491218603330985
369,29.81086848807469,-63.64882744370793
370,29.256722721039306,-63.803813997265316
371,28.6957631140088,-63.95613124239756
372,28.12799140344512,-64.10573187201052
373,27.553415098466267,-64.25256833454178
374,26.972047741228195,-64.39659287769963
375,26.38390916530391,-64.53775759494854
376,25.7890257507902,-64.67601447475582
377,25.18743067479165,-64.81131545260301
378,24.579164155849266,-64.94361246575022
379,23.964273690804987,-65.07285751072631
380,23.34281428252359,-65.19900270350247
381,22.714848656830032,-65.32200034228823
382,22.080447466966913,-65.44180297287097
383,21.43968948383102,-65.55836345640124
384,20.792661770216547,-65.67163503950479
385,20.139459837272412,-65.78157142658323
386,19.48018778137726,-65.8881268541422
387,18.81495839964531,-65.99125616696607
388,18.1438932823047,-66.0909148959352
389,17.467122880237643,-66.18705933726083
390,16.784786546035612,-66.27964663289143
391,16.09703254701,-66.36863485182315
392,15.404018048703726,-66.45398307202788
393,14.705909067579034,-66.53565146269243
394,14.002880391700254,-66.61360136644633
395,13.295115468405463,-66.68779538123884
396,12.582806258142552,-66.75819744151245
397,11.866153053856973,-66.82477289830818
398,11.145364265542177,-66.88748859792945
399,10.420656169801328,-66.94631295878361
400,9.692252624525988,-67.00121604601804
401,8.960384749057923,-67.05216964356616
402,8.225290570475787,-67.09914732322208
403,7.487214636922531,-67.14212451036856
404,6.74640759917091,-67.1810785459927
405,6.003125761897496,-67.21598874463704
406,5.257630606410175,-67.24683644794979
407,4.510188286834436,-67.27360507351864
408,3.7610691020087836,-67.29628015869515
409,3.0105469455762983,-67.3148493991437
410,2.258898736967425,-67.32930268187769
411,1.5064038361569443,-67.33963211257765
412,0.7533434452392003,-67.34583203701997
413,0.0,-67.34789905648118
414,-0.7533434452392003,-67.34583203701997
415,-1.5064038361569443,-67.33963211257765
416,-2.258898736967425,-67.32930268187769
417,-3.0105469455762983,-67.3148493991437
418,-3.7610691020087836,-67.29628015869515
419,-4.510188286834436,-67.27360507351864
420,-5.257630606410175,-67.24683644794979
421,-6.003125761897496,-67.21598874463704
422,-6.74640759917091,-67.1810785459927
423,-7.487214636922531,-67.14212451036856
424,-8.225290570475787,-67.09914732322208
425,-8.960384749057923,-67.05216964356616
426,-9.692252624525988,-67.00121604601804
427,-10.420656169801328,-66.94631295878361
428,-11.145364265542177,-66.88748859792945
429,-11.866153053856973,-66.82477289830818
430,-12.582806258142552,-66.75819744151245
431,-13.295115468405463,-66.68779538123884
432,-14.002880391700254,-66.61360136644633
433,-14.705909067579034,-66.53565146269243
434,-15.404018048703726,-66.45398307202788
435,-16.09703254701,-66.36863485182315
436,-16.784786546035612,-66.27964663289143
437,-17.467122880237643,-66.18705933726083
438,-18.1438932823047,-66.0909148959352
439,-18.81495839964531,-65.99125616696607
440,-19.48018778137726,-65.8881268541422
441,-20.139459837272412,-65.78157142658323
442,-20.792661770216547,-65.67163503950479
443,-21.43968948383102,-65.55836345640124
444,-22.080447466966913,-65.44180297287097
445,-22.714848656830032,-65.32200034228823
446,-23.34281428252359,-65.19900270350247
447,-23.964273690804987,-65.07285751072631
448,-24.579164155849266,-64.94361246575022
449,-25.18743067479165,-64.81131545260301
450,-25.7890257507902,-64.67601447475582
451,-26.38390916530391,-64.53775759494854
452,-26.972047741228195,-64.39659287769963
453,-27.553415098466267,-64.25256833454178
454,-28.12799140344512,-64.10573187201052
455,-28.6957631140088,-63.95613124239756
